user_name,rock,pop,hip hop,country,jazz,classical,electronic,metal,latin
James Sanders,3,4,2,5,1,1,5,2,4
Stella Rodriguez,4,3,3,0,4,2,3,2,4
Anthony Moore,1,4,1,0,2,0,3,1,2
Victoria Dubois,4,5,5,3,5,2,2,5,3
Landon Howard,3,4,0,4,4,2,2,2,0
David Green,2,5,2,4,1,3,0,0,1
Jasper Price,1,1,1,1,5,0,3,3,1
Julian Kim,5,1,5,2,2,5,5,4,0
Willow Bell,5,0,3,3,0,3,5,4,3
Stella Watson,0,1,3,2,2,0,5,2,4
Joshua Williams,5,0,0,0,5,1,2,2,0
Ethan Mitchell,3,1,0,1,4,1,5,1,1
Stella Silva,5,5,4,2,5,4,5,5,3
Daniel Wilson,5,1,3,1,2,3,1,3,1
Natalie Foster,3,3,1,3,2,0,4,2,1
James Clark,5,1,4,1,0,2,1,0,1
Sophia Lee,3,0,4,2,0,3,3,1,0
Isaac Fisher,3,4,4,3,5,0,2,2,0
Asher Jones,5,1,5,4,2,1,1,5,4
Elizabeth Edwards,0,0,4,3,4,3,4,2,5
Ava Baker,1,4,5,2,2,4,1,3,2
Eleanor Cooper,2,3,2,2,0,2,5,1,4
Abigail Murphy,2,1,4,2,5,5,1,1,2
David Henderson,3,1,1,2,3,5,5,3,2
Nora Foster,5,2,0,0,5,1,4,4,4
Cora Jackson,1,4,4,2,0,1,0,1,5
Aurora Morgan,3,5,0,0,0,0,4,2,3
Abigail Rodriguez,4,0,4,5,5,1,5,4,2
Christopher Ward,4,2,5,3,0,1,2,3,3
Josephine Gutierrez,1,5,2,4,3,3,4,4,5
Dylan Baker,2,0,5,3,4,2,1,0,4
Aurora Henderson,3,5,2,5,5,0,1,1,1
Joseph Hughes,5,0,0,1,3,2,2,5,5
Camila Perez,2,3,5,5,3,5,3,2,0
Lydia Rogers,2,3,0,4,0,4,4,3,5
Jasper White,3,5,3,0,2,4,3,2,5
William Miller,5,5,4,3,3,4,3,3,2
Madison Ward,4,4,3,2,5,1,0,0,1
James Miller,3,0,1,2,2,0,2,3,5
Caleb Watson,4,5,3,2,2,3,3,3,3
Luna Patterson,1,3,5,4,1,2,4,5,2
Savannah Robinson,2,0,1,0,2,1,5,4,4
Ivy Sullivan,1,2,2,5,5,3,0,1,1
Luna Sanchez,5,0,0,0,4,5,5,4,4
Olivia Morales,3,4,5,5,4,0,4,2,5
Emma Russell,5,3,1,4,5,0,5,4,4
Ivy Price,2,3,3,3,2,5,2,1,0
Logan Jackson,5,1,4,1,2,4,1,4,1
Maeve Cook,0,3,2,0,1,3,2,3,3
Elijah Lee,1,5,5,0,4,0,3,3,0
Iris Silva,1,4,4,0,0,5,0,3,5
Aiden Sanders,4,5,0,4,2,0,5,1,1
Theodore Scott,1,5,3,3,5,1,2,4,0
Stella Kim,1,5,5,5,1,0,1,5,3
Sofia Adams,1,5,3,1,0,4,4,2,4
Dylan Richardson,4,2,3,4,1,1,3,5,4
Lucas Foster,5,2,1,4,1,3,0,0,5
Ezra Harris,4,3,4,2,4,4,2,5,0
Jack Brooks,2,2,3,0,3,1,0,5,0
Christopher Reyes,1,0,5,0,5,5,2,2,4
Liam Gonzalez,5,2,2,0,2,4,0,5,3
Asher Ortiz,0,3,4,4,3,4,2,0,1
Joshua Russell,3,0,3,2,2,3,4,0,0
Christopher Richardson,4,2,5,1,4,3,2,1,0
Jasper Russell,5,4,3,0,3,5,4,2,2
Ethan Perry,0,4,3,4,3,3,4,1,1
Amelia Jordan,3,1,5,5,3,3,5,0,4
Wyatt Bailey,1,2,3,2,0,1,4,2,2
Natalie Wilson,3,1,4,5,2,3,4,5,0
Ruby Jenkins,0,4,3,4,3,2,0,4,1
Logan Moore,4,5,3,3,0,2,3,0,0
Joshua Wright,0,4,5,4,5,3,4,2,3
Henry Kim,0,2,5,5,1,0,2,3,4
Zoey Edwards,2,0,0,1,3,1,3,5,0
Willow Richardson,5,0,1,3,2,2,0,3,0
James Gonzalez,2,3,2,5,5,5,1,0,0
Mason Sullivan,3,4,5,3,0,0,1,3,3
Mason Brooks,3,0,0,1,3,1,1,2,1
Dominic Young,3,4,0,1,5,4,1,2,0
Kennedy Price,2,1,4,0,1,0,0,4,5
Josephine Adams,2,1,1,5,1,0,2,4,2
Grayson James,2,2,3,5,1,2,5,5,0
Isaac Silva,4,1,3,2,0,1,4,2,3
Anthony Barnes,3,4,5,1,4,4,2,3,2
Scarlett Hernandez,1,4,2,5,1,3,5,3,2
David Price,5,5,5,2,5,1,4,4,0
Sophia Lopez,4,0,4,4,0,2,1,0,0
Caleb Brooks,3,0,3,4,4,3,5,2,5
Ryan Morris,3,5,1,1,3,1,1,2,5
Aurora Robinson,1,0,4,3,0,0,0,5,1
Chloe Long,0,5,5,2,4,3,1,4,1
Theodore Kim,3,4,4,3,2,3,2,5,1
Leo Sullivan,4,1,5,0,4,5,2,3,3
Isaac Morgan,3,1,4,4,1,4,4,5,2
Nora Jones,5,4,2,2,0,3,1,0,0
Daniel Dubois,1,2,2,0,3,1,5,0,0
Hunter Edwards,0,4,3,4,1,2,4,2,2
Cameron Morgan,0,5,3,3,4,0,4,1,2
Jordan Wilson,0,1,2,4,5,3,1,2,2
Jackson Ross,0,3,0,5,3,1,0,2,3
Harper Coleman,0,1,1,4,1,5,2,1,4
Aurora Cox,0,2,1,2,2,3,1,5,0
Sofia Nelson,5,2,1,5,0,5,5,5,1
Olivia Coleman,2,4,4,4,4,2,0,0,4
Wyatt Harris,4,0,0,2,0,5,3,4,5
Ava James,1,3,0,0,2,3,3,2,4
Willow Williams,3,1,4,0,5,2,2,3,4
Christopher Edwards,2,2,0,0,0,4,4,2,4
Jordan Morris,3,4,5,3,3,4,0,0,0
Ruby Jordan,4,0,1,2,1,3,3,1,3
Josephine Gonzalez,0,1,5,0,5,1,2,3,2
Savannah Wright,4,4,0,2,4,1,3,2,5
Adrian Collins,1,5,0,1,2,4,3,0,4
Caleb Sullivan,0,0,1,1,4,0,4,2,5
Theodore Taylor,3,4,5,0,2,1,1,1,1
Daniel Morales,2,1,4,3,3,1,1,5,1
Madison Clark,4,2,2,3,3,1,4,1,1
Sophia Patterson,0,3,3,2,3,4,2,5,5
Ezra Hamilton,4,0,0,3,3,3,1,0,5
Riley Jones,3,5,4,3,1,3,3,3,4
Quinn Fisher,1,3,1,1,3,1,2,0,5
Olivia Nguyen,0,1,1,1,0,3,3,5,5
Cameron Wright,4,2,5,0,4,5,4,0,1
Josephine Miller,3,1,1,1,5,5,5,3,0
Hunter Hughes,5,5,0,5,0,4,2,4,5
Logan Nelson,5,0,5,5,3,2,2,2,1
Eleanor Walker,2,3,1,2,4,5,4,5,2
David Bell,0,2,3,1,5,5,3,3,3
Hazel White,0,5,4,5,5,3,0,1,0
Isabella Miller,2,1,0,4,2,3,1,1,1
Penelope Miller,1,3,4,5,0,3,3,5,4
Iris Sullivan,0,5,3,0,1,1,3,1,0
Lily Green,3,4,0,0,1,1,2,0,1
Thomas Parker,2,3,0,4,0,4,0,5,2
Joseph King,2,0,1,5,3,1,4,4,1
Dominic Wilson,4,0,1,5,0,5,4,1,3
Abigail King,2,1,1,0,4,1,1,2,5
Zoey Butler,3,3,5,0,2,4,3,2,5
Josephine Ward,0,4,4,2,3,0,2,4,1
Cameron Williams,1,1,2,1,4,3,5,2,2
Lucy Morgan,2,3,2,4,1,4,1,5,2
Daniel Garcia,5,5,3,4,0,1,2,5,0
Alexander King,3,5,4,3,2,0,3,1,3
James Watson,0,0,1,5,3,4,5,5,3
Carter Taylor,2,5,3,2,1,2,5,1,3
Jack Myers,2,0,0,1,2,3,5,5,1
Abigail Adams,3,4,1,3,4,3,5,5,5
Cameron Jones,4,4,2,5,1,3,2,4,1
Dylan Reynolds,3,1,4,4,2,1,3,1,2
Camila Howard,4,4,0,2,1,3,3,4,3
Avery Parker,2,5,4,2,1,4,2,4,3
Elizabeth Bennett,0,1,3,2,0,3,4,3,3
Jordan Jenkins,3,3,2,5,4,2,5,5,2
Charles Thomas,4,3,0,0,4,2,0,1,3
Julian White,4,0,3,5,5,0,1,0,3
Grace Lewis,0,0,4,5,1,2,5,0,3
Quinn Clark,2,0,1,2,0,5,2,4,0
Dylan Stewart,0,1,5,5,0,4,2,4,2
Charles Evans,4,1,0,2,2,5,1,4,3
Charlotte Wright,3,1,0,0,4,4,1,2,0
Athena Scott,4,3,2,5,5,4,4,2,5
Aiden Wood,2,3,1,4,4,2,3,2,2
Anthony Collins,1,5,2,2,3,3,2,0,5
Theodore Hall,5,4,1,0,1,5,5,3,0
Penelope Cruz,1,2,2,2,2,3,1,3,5
Willow James,0,4,5,4,2,3,0,0,5
Samuel Kim,1,4,4,4,5,2,0,2,0
Josephine James,4,2,4,5,5,1,3,5,2
William Harris,3,2,0,3,2,0,3,2,4
Andrew Bell,0,0,5,4,5,0,3,3,4
Ryan Perez,2,5,2,0,3,2,5,4,3
Lucy James,2,4,0,0,3,5,5,1,5
Madison Green,5,1,1,1,0,5,2,0,3
Scarlett Moore,5,5,5,0,2,5,5,5,2
Elijah Jackson,3,1,1,0,1,0,3,1,5
Eleanor Sullivan,5,3,0,5,5,2,2,4,3
Freya Miller,3,4,2,2,1,3,3,4,3
Grace Walker,4,1,1,2,3,3,4,2,2
Hunter Barnes,0,5,5,5,5,0,3,5,4
Jasper Graham,2,0,0,3,2,1,4,1,4
Nathan Bell,5,4,2,5,1,2,1,5,0
Michael Butler,2,5,2,5,3,5,1,1,3
Stella Thompson,2,2,2,5,2,1,3,5,2
Kennedy Kim,5,5,4,3,4,5,1,2,5
Kai Perry,1,1,2,1,1,0,5,0,3
Henry Perry,0,0,4,2,5,4,3,0,4
Grayson Martin,1,1,5,5,5,3,4,3,5
Carter Clark,5,4,3,1,0,3,3,4,1
Penelope Jones,2,0,2,1,5,3,5,5,3
Ezra Martin,0,3,0,4,2,1,4,1,4
Michael Hernandez,2,0,0,0,2,2,1,1,5
Violet Cox,1,4,3,2,4,2,0,2,5
Zoey Bennett,1,2,5,0,2,2,1,2,3
Jasper Nelson,3,1,5,0,5,0,2,2,3
Willow Price,1,5,4,0,3,4,0,0,1
Wyatt Williams,4,2,1,5,2,2,1,0,3
Leo Kelly,3,3,3,0,0,1,1,5,5
Zoey Price,3,3,2,2,4,1,2,2,1
Ivy Evans,5,3,1,3,2,0,3,5,0
Kai Rogers,4,2,5,4,0,3,3,3,4
Nathan Scott,0,1,0,4,3,2,4,1,4
Isaac Simmons,3,3,2,5,5,3,3,1,1
Claire Carter,3,4,3,5,2,3,5,3,4
Scarlett Coleman,3,3,5,3,1,4,5,3,0
Ryan Garcia,1,1,4,5,4,4,2,5,3
Amelia Allen,5,5,4,2,4,2,3,5,2
Wyatt Nguyen,1,3,3,0,5,1,4,0,3
Victoria Myers,4,0,0,2,5,4,3,3,5
Owen Jones,3,2,2,1,4,3,0,0,2
James Fisher,4,0,5,4,4,5,2,4,4
Emma Martinez,5,2,2,4,5,1,5,5,2
Kennedy Lopez,3,3,2,0,0,3,3,4,0
Aurora Russell,1,4,2,4,5,2,4,0,1
Jack Reynolds,0,1,1,4,3,4,2,1,1
Charles Cooper,5,0,2,5,3,1,5,4,1
Emma Morris,4,1,2,5,5,1,1,0,1
Ruby Rodriguez,5,0,4,1,1,1,3,3,5
Camila Clark,3,5,1,5,5,5,3,4,4
Owen Howard,4,0,3,3,1,3,3,4,2
Sophia Martinez,2,4,4,0,4,0,4,1,2
Dominic Simmons,4,1,4,0,1,4,2,2,2
Caleb Smith,2,3,0,2,0,5,0,0,4
Sophia Rogers,3,5,5,5,3,5,0,2,1
Sophia Wood,4,0,5,3,1,5,0,1,5
Christopher Scott,2,4,5,2,4,2,4,4,1
Michael Morales,3,4,2,0,4,4,5,0,3
Theodore White,4,3,1,0,5,3,0,1,2
Thomas Diaz,4,2,3,2,0,0,2,1,3
Carter Ward,0,1,3,3,5,1,1,5,5
Aurora Edwards,2,0,4,3,1,0,3,5,3
Zoey Fisher,1,5,5,5,5,2,1,3,3
Elijah Henderson,5,5,5,2,2,0,1,3,2
Ruby Sullivan,2,4,2,5,0,2,3,3,4
Elijah Bailey,4,4,5,4,2,5,0,3,1
Cameron Price,0,1,5,3,0,3,1,2,1
Dylan Sanchez,0,5,3,2,4,4,4,3,1
Lydia Martinez,3,4,3,5,5,2,3,3,3
Samuel Richardson,3,3,2,3,4,5,3,4,0
Olivia Howard,5,2,3,2,2,2,2,5,3
Alexander Collins,3,0,5,1,3,4,4,3,0
Cameron Wood,3,4,3,2,2,4,3,3,2
Isaac Baker,3,1,2,2,5,2,0,5,2
Nora Ortiz,0,4,3,0,0,5,1,5,2
Charlotte Adams,5,2,4,3,2,0,3,0,1
Theodore Evans,0,4,2,1,2,5,4,0,5
Cameron Coleman,3,0,3,3,4,5,0,2,3
Natalie Parker,1,0,0,1,2,5,2,2,4
David Young,2,0,3,5,5,3,4,4,5
Alexander Gutierrez,1,0,1,4,3,4,0,4,3
Mason Gray,2,0,4,5,0,4,3,2,0
Jasper Collins,5,3,4,2,3,1,4,5,4
Samuel Graham,2,1,0,4,1,5,5,1,5
Charlotte Powell,0,5,0,4,2,5,5,5,1
Joseph Dubois,2,0,0,5,5,1,5,0,3
Ellie Hughes,0,5,4,0,3,3,0,5,4
Grace Dubois,1,5,0,3,3,3,4,2,5
Ezra Silva,4,1,5,0,5,1,5,1,0
Grayson Gutierrez,0,5,5,0,0,0,1,5,2
Luna Dubois,0,5,2,1,0,3,5,2,5
David Stewart,4,5,0,4,4,3,1,2,4
William Fisher,1,1,0,5,3,1,5,5,1
Nora King,2,2,2,0,5,5,3,1,2
Benjamin Foster,4,3,3,5,2,2,5,0,0
Camila Cox,1,2,0,0,4,0,1,0,4
Violet Davis,1,2,0,3,4,1,3,1,4
Quinn Robinson,2,4,3,0,5,2,1,1,1
Christopher Fisher,0,4,1,3,5,5,4,4,0
Ryan James,3,2,2,4,0,2,5,0,4
Ivy Bell,1,0,2,3,2,1,1,3,3
Maeve Henderson,0,3,5,1,0,2,1,5,4
Owen Foster,1,3,4,4,0,3,3,1,1
Hazel Myers,1,4,0,1,1,5,3,0,1
Caleb Butler,2,1,1,1,0,4,3,3,4
Mason Bennett,4,2,5,3,1,5,2,5,5
David Thompson,2,5,2,5,5,5,3,1,5
Ivy Jones,2,3,1,2,2,1,4,5,4
Christopher Carter,4,2,0,0,4,4,4,1,3
Iris Cruz,0,5,4,5,0,0,5,1,2
Liam Sanders,2,0,0,0,2,1,5,5,4
Wyatt Murphy,0,3,1,4,5,5,5,0,0
Lucy Perry,0,2,1,4,2,2,4,5,3
Asher Anderson,3,0,2,0,2,3,0,5,5
William Carter,1,0,2,3,2,2,2,0,2
Ryan Silva,0,0,3,0,5,0,1,2,5
Dylan White,3,2,3,1,5,1,2,1,0
Savannah Diaz,3,3,5,2,1,5,5,5,4
Grayson Lopez,1,5,3,2,0,3,1,1,0
Claire Mitchell,0,5,5,0,4,3,1,4,3
Caleb Ward,1,0,1,1,3,5,2,1,0
Isabella Sanchez,2,2,1,3,2,4,4,2,2
Joseph Ross,0,2,0,4,2,2,3,1,4
Grayson Moore,3,3,1,1,3,5,4,5,1
Zoey Ward,1,2,1,0,4,3,4,5,3
Grace Bell,1,3,5,0,3,1,1,4,3
Stella Thomas,2,3,1,4,4,4,3,4,0
Miles Smith,5,4,5,3,3,2,4,3,4
Carter Baker,4,4,1,2,3,0,3,4,5
Camila Baker,4,3,5,3,2,5,0,5,2
Nathan Price,3,0,5,4,1,4,1,5,2
Iris Stewart,0,2,2,5,1,5,4,3,3
Amelia Morales,0,5,2,2,3,2,2,4,4
Avery Baker,2,0,1,3,3,0,1,2,4
Lucas Sullivan,5,4,1,3,2,5,5,5,4
Josephine Powell,1,0,3,5,0,5,0,3,2
Savannah Taylor,3,5,4,2,3,1,1,5,0
Luna Wright,0,2,4,4,0,3,1,5,5
Thomas Robinson,3,4,2,1,0,4,0,4,0
Leo Russell,4,3,0,1,3,0,0,1,3
Dylan Patterson,4,3,1,1,2,2,2,3,4
Nora Brooks,2,2,0,3,4,5,0,1,2
Nathan Lee,4,1,0,5,4,1,4,4,1
Caleb Johnson,1,2,3,2,1,2,4,5,2
Daniel Thomas,4,1,2,4,2,3,5,5,3
Noah Brooks,5,1,1,3,0,1,5,4,3
Zoey Foster,0,1,5,4,2,1,0,1,4
Scarlett Morris,1,0,1,2,0,2,3,5,2
Sofia Silva,5,3,5,0,3,4,2,1,3
Jackson Thomas,3,5,2,2,4,2,3,4,3
Asher Myers,2,1,5,5,1,2,1,4,0
Ethan Nguyen,0,1,5,0,3,1,2,1,3
Cameron Rodriguez,5,1,5,4,0,0,5,4,5
David Foster,4,3,0,3,1,3,4,3,5
Charles Dubois,4,3,2,0,5,5,3,0,2
Ezra Rogers,1,4,1,4,1,2,2,3,5
Joseph Williams,1,0,2,3,5,5,3,4,1
Iris White,4,1,2,3,3,5,4,3,0
Christopher Diaz,3,2,0,1,1,2,2,2,3
Christopher Hamilton,4,5,2,5,2,3,3,2,0
Adrian Lee,4,3,3,5,5,0,2,4,4
Ethan Lewis,5,3,5,2,5,5,1,4,4
Sophia Long,2,2,5,5,2,4,4,4,1
Willow Harris,0,2,1,1,3,1,5,5,2
Samuel Hamilton,2,3,2,3,3,3,4,2,4
Caleb Patterson,0,1,4,5,4,3,3,1,4
Isabella Evans,2,5,0,0,3,1,3,5,0
Victoria Barnes,0,3,4,0,5,4,2,2,0
Benjamin Martin,5,3,4,1,0,0,0,1,3
Lucy Price,0,0,4,2,3,0,4,4,1
Camila Price,1,5,3,3,1,0,3,4,4
Lily Patterson,2,1,2,2,5,0,4,0,2
Dylan Lee,4,0,4,2,4,4,0,2,4
Caleb Anderson,4,1,4,2,2,5,5,5,0
Logan Kelly,2,4,1,2,4,0,2,5,3
Caleb Hughes,5,5,0,5,5,0,4,4,3
Lucas Cox,2,0,0,4,2,2,4,0,0
Lucy Reyes,3,3,2,1,3,5,5,0,2
Jordan Bell,5,4,5,1,4,2,2,4,5
Chloe Martinez,4,0,5,3,4,3,0,1,0
Dominic Rodriguez,3,3,3,4,3,0,1,0,2
Joshua Jordan,4,3,5,4,1,1,2,3,1
Elijah Young,4,2,2,2,0,1,0,3,5
Scarlett Graham,3,0,1,1,1,4,3,0,4
Quinn Morgan,5,3,3,2,5,2,3,0,1
Ethan Bell,0,5,5,4,3,0,1,0,2
Maeve Miller,2,1,3,2,2,0,2,2,0
Henry Lopez,1,5,1,5,4,0,2,1,0
Josephine Jackson,3,0,3,1,0,4,2,4,5
Benjamin Gray,1,0,0,2,3,0,0,2,5
Ezra Johnson,0,2,2,4,5,0,3,4,1
Asher Patterson,0,1,2,5,5,2,2,2,1
Maeve Garcia,2,3,0,2,2,5,2,1,4
Ellie Williams,0,0,4,2,4,2,0,2,3
Athena Perry,4,2,4,1,2,2,4,0,1
Abigail Watson,0,3,0,2,3,1,3,0,4
Joseph Scott,3,5,2,5,2,4,4,1,4
Jack Murphy,4,2,0,4,4,1,5,4,5
Henry Martin,1,4,1,0,1,5,0,1,5
Freya Henderson,2,2,3,0,2,5,1,1,1
Athena Murphy,1,2,3,0,0,5,4,5,2
Jasper Cook,2,1,4,1,5,4,1,2,2
Andrew Cox,3,2,3,2,5,1,4,2,2
Grayson Foster,3,0,0,4,5,4,2,3,4
Cora James,1,2,0,4,2,0,2,2,4
Benjamin Jackson,0,4,4,5,0,4,0,2,2
Penelope Ross,5,2,0,1,0,4,1,4,4
Jackson Jordan,1,3,5,5,3,5,4,3,0
Hunter Harris,0,2,1,4,5,0,2,1,1
Logan Sanchez,5,5,1,3,2,2,3,5,0
Violet Perry,4,4,1,0,5,1,1,4,0
Dylan Hughes,3,3,1,3,2,4,3,3,4
Landon Rodriguez,1,0,4,1,2,4,1,4,1
Sophia Dubois,3,2,0,3,2,3,0,2,3
Stella Cooper,1,4,0,4,3,4,4,3,4
Quinn Garcia,1,0,4,0,5,3,3,3,4
Elizabeth Scott,2,3,4,4,4,1,1,0,3
Ethan Watson,1,3,0,4,2,2,2,3,1
Joshua Gray,0,3,2,1,4,2,2,3,1
Natalie Gonzalez,3,5,5,0,3,1,2,0,1
Andrew Ross,3,3,0,0,0,4,0,1,0
Aiden Evans,0,3,5,3,3,1,4,1,5
Lydia Davis,1,3,3,4,4,2,5,2,3
Mia Silva,3,0,3,2,3,4,4,2,1
Violet Simmons,2,0,5,3,5,3,1,5,1
Victoria Long,1,0,0,2,5,1,3,3,2
Lydia Baker,3,3,1,3,5,1,5,0,4
Ezra Long,2,4,3,1,0,0,5,2,1
Daniel Watson,4,1,5,5,3,1,4,4,2
Isabella Davis,0,2,1,2,0,4,3,3,5
Maeve Clark,5,0,4,3,0,0,5,1,5
Aiden Moore,0,2,4,2,1,4,0,3,2
Grace Barnes,5,1,1,3,5,1,4,2,4
Ivy Davis,3,3,4,1,2,4,0,2,0
Willow Bennett,4,3,1,5,2,3,2,5,4
Miles Lopez,2,2,5,4,2,3,4,4,2
Iris Baker,2,2,2,0,0,0,5,2,2
Cameron Thompson,4,3,5,2,0,4,2,1,0
Emily Johnson,2,4,2,4,1,1,4,2,5
Mason Foster,2,5,1,4,2,5,1,5,3
Landon Foster,5,5,0,4,3,5,1,0,3
Dominic Howard,5,1,4,4,4,5,2,0,1
Ivy Hernandez,0,0,4,2,5,1,3,4,5
Stella Nguyen,0,4,3,5,4,3,3,1,2
Sofia Stewart,1,5,3,5,2,5,5,1,0
Owen Bailey,2,5,1,5,0,2,1,0,0
Freya Hughes,5,0,1,1,1,5,3,3,1
Cameron Nelson,3,3,1,0,3,3,5,5,5
Sofia Russell,5,1,2,4,3,0,3,4,3
Eleanor Smith,3,5,2,1,4,5,5,5,2
Ava Murphy,4,5,5,1,2,0,2,5,2
Mason Hamilton,3,1,4,4,5,1,4,4,2
Noah Stewart,0,1,3,1,3,0,1,5,4
Jordan Johnson,0,1,5,0,1,2,0,0,1
Isabella Williams,5,1,0,1,1,3,1,2,3
David Baker,5,1,1,1,0,5,4,0,0
Zoey Simmons,2,3,3,4,3,5,0,4,1
Ryan Cruz,4,4,3,4,1,5,0,5,3
Nora Perez,4,4,4,2,3,0,3,5,2
Mia Adams,1,1,3,3,4,4,5,2,5
Freya Thompson,3,1,0,0,1,4,2,1,5
Lucas Allen,3,0,0,1,4,4,1,5,3
Abigail Taylor,5,0,5,2,1,2,0,5,1
Iris Coleman,2,4,1,5,1,2,5,5,0
Savannah Dubois,0,4,3,1,3,1,3,2,4
Adrian Martinez,4,1,2,3,5,1,3,5,3
Asher Walker,2,2,1,0,5,2,3,5,1
Kai Gutierrez,1,3,4,1,1,5,1,4,3
Abigail Clark,3,3,2,4,2,5,1,3,5
Freya Lee,1,4,1,3,1,2,3,4,4
William Williams,0,2,1,0,1,4,5,3,5
Thomas Anderson,1,4,2,3,3,2,3,2,0
Stella Taylor,2,3,3,2,2,3,5,0,0
Penelope Ward,1,4,4,2,0,4,4,0,3
Isabella Thomas,3,3,3,5,0,1,2,2,2
Cora Hall,1,0,0,4,5,4,0,4,2
Jack Lee,4,1,5,5,1,5,4,3,4
David Morales,0,5,5,5,2,2,5,0,2
Ivy Perez,0,5,0,4,3,1,1,2,0
Olivia Butler,0,3,2,1,4,5,3,0,5
Ava Jenkins,3,4,5,0,2,4,4,2,3
Harper Dubois,2,2,4,5,1,3,2,3,3
Josephine Nelson,0,5,0,1,0,4,1,4,3
Chloe Watson,4,3,0,2,1,2,0,2,5
Caleb Robinson,4,3,1,2,4,5,0,1,5
Violet Kim,1,3,3,2,1,5,4,0,5
Ezra Foster,1,5,2,0,3,2,5,1,4
Daniel Taylor,1,2,0,3,2,5,4,2,5
Luna Evans,0,3,3,1,5,0,2,1,2
Mason Wood,4,5,2,5,5,5,3,1,1
Theodore Morales,0,2,0,3,1,1,3,2,4
Stella Cox,0,3,3,0,4,0,3,1,3
Avery Wood,1,1,5,2,0,4,1,0,5
Michael Cox,0,3,3,3,0,2,5,3,3
Aurora Rodriguez,5,1,4,5,3,4,3,2,2
Ezra Lewis,5,1,4,1,3,2,5,2,5
Ezra Mitchell,4,1,2,4,2,4,2,3,5
Hunter Cruz,2,2,2,2,0,1,1,2,2
Stella Kelly,3,3,4,2,1,2,2,3,0
Athena Sanders,4,2,2,4,1,4,1,0,5
Caleb Foster,3,3,2,1,1,4,1,4,3
Sophia Hamilton,4,0,0,4,4,4,2,4,3
Jordan Price,3,2,2,4,0,2,1,3,5
Carter Price,1,5,2,4,2,1,1,4,3
Michael Jordan,2,3,5,3,1,3,1,5,0
Nathan Lewis,5,0,0,2,2,4,5,1,2
Miles Anderson,2,4,2,5,3,5,3,3,0
Nathan Brooks,2,3,0,1,4,3,2,5,1
Wyatt Bell,0,4,1,3,5,3,0,5,3
Carter Rodriguez,5,2,0,2,0,5,4,1,1
Mason James,2,2,3,3,1,2,2,5,2
Anthony Cox,1,1,3,0,4,5,3,3,5
Henry Murphy,0,2,5,2,0,4,0,3,5
Elijah Reyes,2,4,4,1,5,0,3,5,1
Liam Smith,3,0,1,0,5,5,5,0,0
Ethan Barnes,0,3,1,5,4,3,1,3,3
Daniel Brooks,2,2,4,0,3,1,0,0,3
Lydia Perry,5,1,4,1,0,1,3,4,3
Christopher Lopez,5,0,5,5,4,1,2,5,1
Owen James,3,2,4,4,5,5,4,5,1
Natalie Ortiz,1,2,4,5,5,3,3,0,2
David Moore,2,0,4,0,3,0,4,0,1
Ryan Long,4,0,2,4,3,5,5,5,4
Miles Richardson,4,0,0,0,1,3,3,0,4
Kai Rodriguez,1,5,2,5,4,4,4,2,4
Hazel Young,3,0,4,1,5,0,1,4,4
Claire Parker,2,4,0,4,1,1,1,1,5
Josephine Barnes,2,5,1,3,3,2,5,5,2
Jackson Gray,3,4,2,3,3,0,1,2,2
Claire Wood,1,1,4,5,1,0,0,0,1
Ethan Kelly,3,0,3,1,0,0,4,4,3
Abigail Nelson,5,4,4,3,1,1,1,1,1
Joshua Sanchez,1,1,0,4,5,1,3,5,3
Natalie Ross,0,1,0,3,5,5,4,1,1
Liam Scott,3,5,0,2,3,5,5,5,3
Thomas Garcia,2,2,4,5,3,2,2,0,0
Michael Green,3,2,5,4,0,3,1,4,5
Claire Hall,2,1,0,2,2,1,5,1,1
Luna Kelly,0,3,0,5,1,3,0,2,1
Samuel Bennett,5,2,3,2,4,1,2,5,0
Ivy Richardson,4,3,4,1,1,3,4,5,0
Christopher Wilson,5,5,5,4,4,3,0,1,2
Dominic Clark,0,4,0,3,4,0,5,5,4
Samuel Wood,5,3,3,4,5,2,3,1,5
Theodore Stewart,4,1,2,3,0,2,1,4,3
Lucas Green,4,0,1,4,1,0,4,2,0
Isabella Ross,5,3,1,4,2,1,0,3,1
Ava Nelson,0,2,4,4,5,1,1,3,5
Penelope Dubois,4,1,2,1,3,2,3,0,3
Samuel Collins,2,3,2,3,4,0,4,5,1
Avery Adams,2,4,2,5,0,4,2,5,2
Riley Cruz,5,1,0,2,5,0,4,4,2
Noah Reynolds,2,2,1,3,4,3,4,1,5
Claire Johnson,1,2,5,3,1,1,2,2,1
Stella Sullivan,1,4,1,1,3,1,4,3,5
Scarlett Reynolds,2,0,2,1,1,1,5,3,0
Jasper Sanders,3,3,2,4,4,4,0,5,1
Jack Patel,2,5,3,4,0,2,5,1,2
Owen Ross,2,0,1,3,2,3,3,5,3
Isaac Sanchez,1,3,1,5,2,5,3,5,5
Aurora Wilson,2,4,0,5,5,5,5,2,3
Camila Green,1,2,1,1,0,4,4,5,4
Stella Edwards,0,5,0,5,0,2,1,4,5
Hazel Richardson,0,1,2,1,5,0,0,5,3
Claire Cooper,5,3,0,1,3,2,2,0,4
Savannah Richardson,4,0,0,4,4,3,0,5,0
Christopher Morris,1,4,3,2,3,4,4,0,1
